44,11220
50,11267
2,6306
47,11377
29,11106
14,11048
40,11235
49,11192
19,11036
28,11223
7,10884
27,11243
48,11429
31,11280
5,10801
32,11134
6,11029
35,11231
25,11218
17,11128
46,11367
38,11256
42,11179
26,11341
21,11121
33,11278
30,11208
3,8755
41,11185
16,11027
11,11099
12,11049
22,11086
15,10977
20,11197
34,11153
45,11161
9,11101
4,10367
37,11375
18,11009
1,3312
13,11168
10,10955
24,11107
23,11107
8,10992
36,11295
39,11212
43,11256
